ID,CEP,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,LOCALIDADE_ID
3d9c072f-198f-4877-a256-d0b6541037c4,13712447,Estrada XV de Novembro,1449,Conjunto 12,Itaim Bibi,933243f9-4aec-4288-af69-4d6ecf0cc16b
d3288d6b-072a-4d4d-bf44-b28eba81eb78,70639258,Praça Rio Branco,687,Apto. 101,Jardim Paulista,f1a62904-d784-49e4-af77-6f085917d482
3cfaff7c-4747-494c-9605-385ec80c8fc9,12976171,Praça das Flores,110,Conjunto 12,Lapa,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
73857645-569c-4f8d-ac95-7c21facb74c8,97718525,Praça São João,433,Apto. 101,Savassi,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
da3131da-0e94-49c1-b0f8-53ffd8ed5ddc,12492237,Rua São João,919,Apto. 101,Boa Vista,d43066d2-5762-4fa1-af9a-2258511482f7
58eedcb9-c991-49d5-81eb-10ed2a62ddef,26084995,Alameda da Liberdade,1794,Bloco B,Savassi,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
07b25550-c969-4b1b-890e-3589d332018c,44295127,Avenida Rio Branco,97,Galpão,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
0428cfc9-68bd-4ccc-ab38-f098fa01fb06,23750154,Alameda Ipiranga,1580,Galpão,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
67ad39ce-21e5-4b5e-a6c3-1ed5ce3dfb61,52658438,Alameda São João,958,Loja 5,Santa Cecília,933243f9-4aec-4288-af69-4d6ecf0cc16b
470210b0-1cf1-4e57-ac4e-053996a4264e,41999922,Praça São João,951,Bloco B,Boa Vista,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
3a90681c-798c-4653-bd08-863021433b8b,59206432,Rua Ipiranga,653,Fundos,Boa Vista,3f725fe9-ba1f-4f8f-8542-1582e80c3724
aeb5f301-6bc3-4e8a-9664-ebcd8e4d79b9,60469624,Travessa Rio Branco,1945,Fundos,Copacabana,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
c3a22c8e-5df3-41e0-bac5-beee31a92f4b,36585968,Travessa Ipiranga,846,Loja 5,Moema,cf5c7366-7d19-4f43-bda0-0f8678d20544
f1a1c9a2-8d05-4251-bc57-511a7137af16,48727221,Praça XV de Novembro,557,Sobreloja,Pinheiros,3f725fe9-ba1f-4f8f-8542-1582e80c3724
982ad495-d3d5-45d2-a20f-a5eb424b755b,67573852,Travessa do Comércio,1142,,Lapa,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
841535cf-58cd-4808-91b1-9c004a619897,22203497,Travessa das Flores,1451,,Itaim Bibi,933243f9-4aec-4288-af69-4d6ecf0cc16b
4124dfcb-ca4c-41dd-a478-74a14d35e5b1,72013373,Estrada da Liberdade,1813,Fundos,Savassi,3f725fe9-ba1f-4f8f-8542-1582e80c3724
831f7ab6-9c3a-4e77-b693-fb9c24a82554,61971577,Estrada Brasil,1814,Conjunto 12,Jardim Paulista,f1a62904-d784-49e4-af77-6f085917d482
5c7c4010-4127-43e8-aeb5-d4a878f79e62,66054348,Travessa da Liberdade,738,Loja 5,Savassi,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
5c03222b-2779-4c64-bf00-5e5085ba43e9,11727128,Alameda do Comércio,315,Sobreloja,Pinheiros,d43066d2-5762-4fa1-af9a-2258511482f7
cdc34087-bc49-4c1f-a5f7-0c11eeea024d,45523811,Travessa do Comércio,1488,Fundos,Moema,d43066d2-5762-4fa1-af9a-2258511482f7
d2ea8464-d0df-4701-a4fc-00afc59129d7,18988182,Estrada São João,1619,Loja 5,Centro,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
5748acaa-6238-48cf-a5a1-2a0940bf2f5d,88911905,Alameda da Liberdade,1845,Sala 302,Centro,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
4166253f-b51a-4ffc-abb1-4ea97456ada2,21086133,Travessa Rio Branco,1104,Sobreloja,Savassi,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
f621a30b-0316-4e22-b7e7-ae298184d91a,22486797,Alameda Brasil,608,Loja 5,Centro,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
7bc9f760-4c0a-4401-863c-717be1713a65,35460992,Praça Rio Branco,1510,Sala 302,Centro,8889ee61-9c8c-4e5f-9609-430d512666b1
9d127b40-6a1c-463f-9fa5-1cd4fcfb1b49,82959320,Praça da Liberdade,474,Sala 302,Copacabana,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
5cb74b1e-fc63-4bd8-8b98-a7c83f1dae07,44330170,Avenida Ipiranga,1210,Galpão,Boa Vista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
cb85180b-2270-4bba-9d85-b48c4c9021dc,19276734,Alameda Rio Branco,638,,Jardim Paulista,cf5c7366-7d19-4f43-bda0-0f8678d20544
6a3ac969-1a1f-4c06-8c83-7bb51b69250f,57513256,Travessa do Comércio,1938,,Itaim Bibi,3f725fe9-ba1f-4f8f-8542-1582e80c3724
606225a8-c85d-466d-b401-b8086086fa19,12712222,Praça Brasil,1991,Loja 5,Moema,8889ee61-9c8c-4e5f-9609-430d512666b1
d6031094-ad2a-4368-a815-5572052a05c9,50905890,Estrada da Liberdade,851,Loja 5,Centro,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
d63c4053-95b6-42a3-8ae1-9272ae102771,64549752,Alameda dos Andradas,1734,Conjunto 12,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
0fdd81d3-8009-4a56-8e9e-79e82ffad031,93611847,Alameda Ipiranga,1612,Galpão,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
b24023d8-a278-4c0b-9336-5aa3afeaaa78,65267681,Estrada Dom Pedro II,163,Conjunto 12,Itaim Bibi,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
4699ec31-9a20-41b4-a225-5898d93f346c,99043807,Estrada dos Andradas,298,Loja 5,Jardim Paulista,8889ee61-9c8c-4e5f-9609-430d512666b1
ba815edd-93e6-4402-a192-f4a2d938bbbf,45586879,Alameda do Comércio,694,Sobreloja,Jardim Paulista,3f725fe9-ba1f-4f8f-8542-1582e80c3724
e87902c0-e6b9-4b00-9205-d429299c426e,65634173,Praça Ipiranga,255,Sobreloja,Boa Vista,3f725fe9-ba1f-4f8f-8542-1582e80c3724
a1f3fca0-b540-4ad6-b0b9-c06552cd3898,69399155,Avenida Dom Pedro II,875,Loja 5,Itaim Bibi,d43066d2-5762-4fa1-af9a-2258511482f7
baafc155-946e-4e90-86a5-71b22021db69,17911115,Travessa das Flores,356,Loja 5,Boa Vista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
ead1325c-ea66-49bc-91fb-427a0c2e3f98,49954385,Praça da Liberdade,379,Casa 2,Pinheiros,cf5c7366-7d19-4f43-bda0-0f8678d20544
d9dff713-5628-462d-9be3-e27e2e60f986,70351153,Estrada Dom Pedro II,710,Loja 5,Pinheiros,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
b2dbf060-8901-4e6f-b4dd-e07478743119,71959942,Rua do Comércio,141,Casa 2,Copacabana,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
818e5e61-5043-48d3-8110-2be821c6c3bf,22903957,Alameda Dom Pedro II,716,Fundos,Moema,933243f9-4aec-4288-af69-4d6ecf0cc16b
2ae57406-af2a-4a13-a1d4-698347c4d6f4,58898172,Avenida Dom Pedro II,594,Galpão,Pinheiros,cf5c7366-7d19-4f43-bda0-0f8678d20544
720afa2b-293e-4d2c-9221-7ab26ce30310,66087850,Alameda Rio Branco,404,Sobreloja,Savassi,3f725fe9-ba1f-4f8f-8542-1582e80c3724
c5a70fa3-d298-4251-9241-9b230282dbe2,59030562,Travessa do Comércio,689,Loja 5,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
034b4932-eb93-4681-9773-8df5691af0ec,71096982,Estrada Ipiranga,1381,Sala 302,Lapa,f1a62904-d784-49e4-af77-6f085917d482
9dd5e937-0dc2-405c-9a2d-8ef0d82535d8,59508803,Estrada São João,661,Bloco B,Moema,3f725fe9-ba1f-4f8f-8542-1582e80c3724
4e704654-36eb-4daf-a359-2f3781a40aa2,93642780,Praça São João,1184,,Copacabana,d43066d2-5762-4fa1-af9a-2258511482f7
d368e675-838a-4882-a27a-0a73c757e81b,50509275,Avenida dos Andradas,1654,Bloco B,Centro,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
4fe18cb0-59aa-44a5-8a4c-4fc167f723a8,23536808,Praça Brasil,1109,Casa 2,Pinheiros,f1a62904-d784-49e4-af77-6f085917d482
f820ead3-c97f-47d9-91c1-a8316ea5d126,15825397,Rua Brasil,609,Bloco B,Boa Vista,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
346e48c6-31fb-4e25-81ea-27d940848d2d,69486457,Rua das Flores,322,Loja 5,Centro,d43066d2-5762-4fa1-af9a-2258511482f7
61e43919-7a53-4775-800a-795e01bb04bb,71283808,Rua XV de Novembro,819,Sala 302,Copacabana,f1a62904-d784-49e4-af77-6f085917d482
030f8077-7697-45f1-8d4e-4d31f4127a9b,27307265,Praça Brasil,1381,,Jardim Paulista,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
94fb21b4-f1f7-4582-9de3-81f263e62675,44158286,Rua Ipiranga,1463,,Centro,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
65851d39-656d-4ac4-8988-db8789beb6de,74506380,Alameda Rio Branco,1063,Apto. 101,Lapa,f1a62904-d784-49e4-af77-6f085917d482
d125745e-a996-4d39-9f94-e13ad78e0d96,30306514,Estrada da Liberdade,253,Galpão,Boa Vista,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
c6f50d95-1b5b-4ab4-b391-cad6f4a4962f,67364928,Praça Brasil,1813,Casa 2,Centro,d43066d2-5762-4fa1-af9a-2258511482f7
03f090d9-831d-4c4c-9486-2486e36310c2,34935998,Praça Rio Branco,666,Sala 302,Jardim Paulista,3f725fe9-ba1f-4f8f-8542-1582e80c3724
7fcaed4f-40d2-46b9-8e26-729a482b3716,16825574,Rua das Flores,816,Loja 5,Copacabana,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
d372b1c5-d168-40ae-a18d-b7617d3ceb1b,77763664,Estrada Dom Pedro II,1075,Apto. 101,Savassi,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
edc666b5-6a8f-40ab-a6a2-ba8549aabd90,65937869,Avenida Ipiranga,284,Fundos,Jardim Paulista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
ceb9d11f-132f-4418-a118-b20590e96389,18743189,Alameda Dom Pedro II,89,Galpão,Jardim Paulista,f1a62904-d784-49e4-af77-6f085917d482
4279797d-08cb-4f1c-b489-a131bb7ca2aa,22583946,Travessa Ipiranga,1209,Fundos,Jardim Paulista,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
aecbd3d3-da48-4aa2-a145-1b9ef1d650f1,69935590,Travessa da Liberdade,307,Conjunto 12,Copacabana,3f725fe9-ba1f-4f8f-8542-1582e80c3724
cda5fa33-4111-4253-8826-b79c2091a554,80777511,Avenida Rio Branco,332,Fundos,Jardim Paulista,d43066d2-5762-4fa1-af9a-2258511482f7
1d81c8d4-048b-4ae6-8002-3fa4e03deb32,33962382,Travessa Brasil,744,Conjunto 12,Centro,933243f9-4aec-4288-af69-4d6ecf0cc16b
2996e406-afb6-4c8a-8d62-03f0d83c181b,38818631,Travessa da Liberdade,669,Casa 2,Centro,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
ff8b13bf-e9c9-4d1c-a869-8d53d64ca422,87677574,Praça Ipiranga,1970,Apto. 101,Centro,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
2040f587-debe-4e4f-a1bf-77e3e56ef4f7,96282749,Rua Ipiranga,1951,Loja 5,Moema,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
99281262-d90e-48d6-9721-94a1a97c5c7a,78564559,Alameda do Comércio,1969,Sala 302,Savassi,f1a62904-d784-49e4-af77-6f085917d482
9b732bf8-1596-48a3-af8e-f07bad7341d4,23872244,Avenida dos Andradas,577,Sobreloja,Moema,d43066d2-5762-4fa1-af9a-2258511482f7
1e0e2f73-e2fd-436b-957b-93bbc1d697be,76802452,Praça Ipiranga,1980,Sobreloja,Jardim Paulista,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
067e0e4c-ae7b-4daa-b7df-00cac9592130,21098298,Travessa Dom Pedro II,484,Sala 302,Santa Cecília,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
000e460d-a12a-4864-bf9d-f025cc777a20,11563195,Praça Brasil,1866,Casa 2,Savassi,f1a62904-d784-49e4-af77-6f085917d482
4190cf6a-8f8a-4c98-97b1-a20be9e8d576,52431329,Travessa Rio Branco,1990,Sala 302,Jardim Paulista,933243f9-4aec-4288-af69-4d6ecf0cc16b
ab4d18f2-db04-4f9b-8ae7-74e218402c58,42607967,Rua XV de Novembro,1928,Sala 302,Boa Vista,3f725fe9-ba1f-4f8f-8542-1582e80c3724
cbeb05c7-3d2a-41e7-a72f-5861fc3c0902,71692394,Alameda do Comércio,1137,Casa 2,Jardim Paulista,3f725fe9-ba1f-4f8f-8542-1582e80c3724
a3665897-3d3b-46c4-b1f8-bf6dd5abc105,18436477,Avenida Brasil,1873,Loja 5,Savassi,d43066d2-5762-4fa1-af9a-2258511482f7
077a02c7-50a8-4b7d-aea5-dce231038086,86215645,Avenida Ipiranga,1783,,Pinheiros,8889ee61-9c8c-4e5f-9609-430d512666b1
abd04a28-417e-4b62-81ad-6b1e16a84020,43235561,Praça da Liberdade,1207,Apto. 101,Moema,f1a62904-d784-49e4-af77-6f085917d482
fc29c2bd-d779-4387-ae58-2ddf5e3cb8ea,27600740,Estrada Rio Branco,532,Bloco B,Centro,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
34c8ec95-b782-4540-a7b5-52cf67dd36fd,38621601,Avenida Dom Pedro II,793,,Centro,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
88f39172-a6cf-4b30-9efd-6a0a9241d438,85678495,Travessa do Comércio,123,Sala 302,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
b6e3e017-753a-4632-af06-32a3710d7992,90552821,Praça da Liberdade,1985,Sala 302,Boa Vista,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
45e62d39-f114-4b06-a08f-d1b1f710e554,78257108,Praça das Flores,337,,Centro,933243f9-4aec-4288-af69-4d6ecf0cc16b
47cc5d42-782e-40d5-8e5a-de8e5082f024,75231448,Estrada do Comércio,333,Galpão,Jardim Paulista,8889ee61-9c8c-4e5f-9609-430d512666b1
bbfe9060-5c08-4e42-8762-dc35a9a6fad2,16101567,Travessa dos Andradas,1458,Sala 302,Jardim Paulista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
56457f4d-5860-436b-912f-55fcc8afc2fe,22495893,Avenida da Liberdade,1684,Sobreloja,Santa Cecília,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
1a7bcbdc-63ef-43fc-bf33-69819c5a4078,45979873,Alameda Ipiranga,1857,Galpão,Santa Cecília,d43066d2-5762-4fa1-af9a-2258511482f7
c0293987-c4a0-448b-846b-518048ff011e,64759681,Rua Rio Branco,584,Galpão,Santa Cecília,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
29edbaa6-1c20-46d1-b4a9-779e922d5135,99371279,Estrada Dom Pedro II,1670,Conjunto 12,Santa Cecília,cf5c7366-7d19-4f43-bda0-0f8678d20544
0b0f73ec-d535-4e74-bb6d-76fc89c1d2a3,81473291,Travessa da Liberdade,1398,Bloco B,Moema,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
23018a71-dcd3-4fb2-b7b1-c7d80f572588,71843509,Rua XV de Novembro,1721,Bloco B,Lapa,d43066d2-5762-4fa1-af9a-2258511482f7
60a8c3c8-7cb8-44b4-9b25-73a02c8a6705,87226928,Estrada São João,1914,Fundos,Boa Vista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
5e79a3bf-9b73-417a-9f5e-6976be85ab40,65050721,Praça Dom Pedro II,349,,Jardim Paulista,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
87b27300-facc-40db-ae3a-b8d55274b175,50704594,Rua das Flores,1252,,Lapa,8889ee61-9c8c-4e5f-9609-430d512666b1
577e7e18-7716-433c-abe5-619ab2c0967a,99135739,Travessa Brasil,1337,,Lapa,8889ee61-9c8c-4e5f-9609-430d512666b1
8f865c4d-8a8a-417a-8d83-59dd2dd20d0c,79117644,Travessa do Comércio,941,Sobreloja,Centro,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
36150fe3-d2b1-4788-bbc7-3ef4b360dbe6,76415354,Estrada Rio Branco,596,Loja 5,Santa Cecília,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
87ffa203-5562-4dc2-9f7a-b3da9a3f3c64,64099368,Alameda Rio Branco,918,Bloco B,Savassi,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
55665ea4-db1c-4ed2-8782-ed069bfce813,53638475,Travessa Ipiranga,1045,Apto. 101,Itaim Bibi,8889ee61-9c8c-4e5f-9609-430d512666b1
f8c29f83-5c4b-44c0-8216-f7706cfa8907,48636982,Praça Ipiranga,1305,Conjunto 12,Savassi,f1a62904-d784-49e4-af77-6f085917d482
d3885d28-30ad-457e-9b9d-65ae2c36aa00,50548398,Avenida XV de Novembro,199,Fundos,Centro,f1a62904-d784-49e4-af77-6f085917d482
2f988686-fccf-4fe8-b55d-218e544f1628,91125589,Alameda Dom Pedro II,1055,Galpão,Lapa,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
0f28b478-db92-453b-a0e9-ed487d27220c,22222279,Estrada das Flores,1067,Bloco B,Savassi,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
df9f907d-2bb2-473c-b8ed-6742159eda75,60072164,Rua das Flores,1961,Casa 2,Copacabana,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
7e507268-aa93-46be-944e-b801475e2e44,10142906,Estrada Ipiranga,1048,Sobreloja,Copacabana,933243f9-4aec-4288-af69-4d6ecf0cc16b
a60905bc-f615-43d8-9e5a-74775c872858,23169586,Alameda do Comércio,1109,Casa 2,Boa Vista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
14d0f17c-de6c-49fb-865b-e65e73b65a6f,82308763,Alameda do Comércio,1623,Fundos,Copacabana,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
22d83791-0fe2-4386-8fd9-4f9f5157b15a,95449540,Travessa Ipiranga,1744,,Santa Cecília,cf5c7366-7d19-4f43-bda0-0f8678d20544
465e4547-3d41-43ae-8286-e73910c982d3,42491713,Estrada Dom Pedro II,1712,Loja 5,Santa Cecília,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
b9ed1e2a-20d4-4b40-bc71-c24e58ccf861,49555332,Avenida São João,1630,Sobreloja,Savassi,f1a62904-d784-49e4-af77-6f085917d482
69e68bdd-4c3f-415f-b62b-ef0ca1507b95,39855398,Estrada dos Andradas,914,Bloco B,Boa Vista,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
25c6e832-6452-47dd-8d9b-84b6eeb691ee,63178533,Estrada do Comércio,1156,Fundos,Moema,8889ee61-9c8c-4e5f-9609-430d512666b1
61b91ecf-0705-4466-9ea7-a2fb9595c3b2,38696991,Estrada São João,1483,Sobreloja,Santa Cecília,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
8cc09730-d641-4197-a98c-2a7cff5d2073,14339773,Travessa da Liberdade,1202,Casa 2,Copacabana,8889ee61-9c8c-4e5f-9609-430d512666b1
27b160ab-256e-4016-af7d-11e6adacdd12,58762945,Estrada Dom Pedro II,302,Bloco B,Santa Cecília,933243f9-4aec-4288-af69-4d6ecf0cc16b
2947676f-368d-4262-b8a0-90dc64c5a11d,79949289,Praça Rio Branco,1352,Sala 302,Lapa,8889ee61-9c8c-4e5f-9609-430d512666b1
ba0dc863-89e9-46cf-9fb4-f9d0b4d710a3,31984530,Travessa dos Andradas,1148,Conjunto 12,Jardim Paulista,f1a62904-d784-49e4-af77-6f085917d482
707e0efa-838f-4102-8df8-f07e8c621ebe,30846148,Rua XV de Novembro,1720,Conjunto 12,Savassi,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
5cbc3b28-826a-49a4-8b3f-44fc4420b9db,78996939,Rua das Flores,752,Bloco B,Pinheiros,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
d5de92fc-014b-4ca2-a4bb-dbf9b3965650,14852132,Estrada Brasil,909,Sobreloja,Santa Cecília,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
c55de9bb-ae09-4835-b1ee-3c5c7c729742,83400475,Rua do Comércio,909,Galpão,Savassi,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
fa4aa3e3-163b-4aef-b11e-cb67083d2255,23559275,Travessa São João,4,Conjunto 12,Boa Vista,933243f9-4aec-4288-af69-4d6ecf0cc16b
9ef251c0-b579-4bab-9cc5-8d51b3ed9e79,12489131,Estrada Rio Branco,851,Conjunto 12,Pinheiros,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
966b75d6-7790-46fb-b1ea-f73ce9506888,85705311,Travessa São João,288,Casa 2,Lapa,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
d13f871d-4829-49ba-a431-caca34d9bcdb,21151418,Avenida Ipiranga,655,Conjunto 12,Copacabana,0c6c715c-8c82-407d-8fc8-5d4fab0c8284
5efb0cbe-1ffd-4abc-8e9d-5a6fcc06eb25,73973370,Estrada do Comércio,1836,Sobreloja,Pinheiros,f1a62904-d784-49e4-af77-6f085917d482
cb10ed10-bed2-4caf-8d59-36998620fc6b,37900129,Travessa Ipiranga,271,Bloco B,Lapa,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
cf60a0a6-3b3a-4e95-b836-e49bd1678c66,97439360,Estrada dos Andradas,810,Bloco B,Moema,f65dc74b-bfb1-4ab5-9fe2-99e544b049be
c5db8d1b-48a0-494c-accb-71fd4a5d416d,51749225,Travessa Rio Branco,1759,Bloco B,Centro,3f725fe9-ba1f-4f8f-8542-1582e80c3724
bbdd1ed9-b05f-445e-ba14-cf4c2c8e28db,16697973,Travessa São João,737,Sala 302,Lapa,3ba47ebc-5b33-4dc7-bff7-6749b2f76580
6b132f1e-aaeb-462b-bb57-df990329e53d,50841261,Rua do Comércio,1748,Galpão,Itaim Bibi,0359ed1a-cacb-47df-b04e-4c1c6c4f9bc3
31c6cb6e-a2e7-4785-b51e-6f5b4e4bfe95,72168680,Alameda Brasil,1535,Bloco B,Lapa,f1a62904-d784-49e4-af77-6f085917d482
c3436a14-d90f-45da-b3a2-34b219234569,49609959,Avenida das Flores,977,Sala 302,Savassi,f1a62904-d784-49e4-af77-6f085917d482
f4097a95-cc7e-4c21-9082-bf552137e79a,57793251,Avenida da Liberdade,1795,Bloco B,Lapa,cf5c7366-7d19-4f43-bda0-0f8678d20544
d2416249-ee88-4223-ab76-7ec007df2bb2,99076365,Praça Dom Pedro II,116,Loja 5,Savassi,d43066d2-5762-4fa1-af9a-2258511482f7
bc40597b-369f-450a-b5cd-fb057b35e154,61188125,Alameda Rio Branco,1409,Loja 5,Centro,d43066d2-5762-4fa1-af9a-2258511482f7
0197e2bb-5fd7-4d39-b434-5e330d31d9b3,59936246,Alameda Brasil,379,Bloco B,Centro,933243f9-4aec-4288-af69-4d6ecf0cc16b
b607e5ef-7dc5-43ca-a6cb-5c3e693da411,27507100,Estrada Ipiranga,1899,Loja 5,Lapa,3f725fe9-ba1f-4f8f-8542-1582e80c3724
