ID,ESTADO,NOME_CIDADE,CODIGO_LOCADORA_VEICULO
3598ad86-5313-450f-ab7d-503167afd829,RO,Monte Negro,A08B59C0
dcc1630a-15e9-4a94-b7d2-26c9b8a966ca,RO,Nova União,61A89DB1
bdb2e703-9b89-417c-af53-65805df402db,RO,Parecis,2F34193D
f5591857-4a73-484c-80ab-562c575b4a1c,RO,Pimenteiras do Oeste,04F29F71
8286b953-e010-443c-9375-b72afbce8e22,RO,Primavera de Rondônia,BF8BDB4E
82473062-44b2-4a4c-92a5-381e09e2db8d,RO,São Felipe D'oeste,B20620BF
fcb1d08f-d5a1-46cc-8101-b584079bb9dd,RO,São Francisco do Guaporé,7141726A
5d69ec9d-1f41-4030-88b0-712f989744a1,RO,Seringueiras,B2564ACD
896067e5-6110-4ddf-a365-dd1cd1b7920d,RO,Teixeirópolis,B19711B8
284db911-ca3a-4aac-adc0-b38033b4d425,RO,Theobroma,67547236
dd8753b0-1ddb-45f1-ac1e-11f3a085e76c,RO,Urupá,7A3B9F63
2e1b892e-d66d-4919-9018-81de37bc6030,RO,Vale do Anari,92E1DB98
06e971d7-29ae-48c0-bc0c-e2a091263c5c,RO,Vale do Paraíso,9EC343B8
9e6fa1a9-327c-4437-8292-ff751b9e417a,AC,Acrelândia,343A07A7
b9193991-7fd1-4883-bbc2-2c04f0fae2fd,AC,Assis Brasil,E75B0500
4cb6aad8-7e96-4d81-ad88-b44b67cdf80a,AC,Brasiléia,2EC3A706
0c4e7b73-b240-446d-b555-f9ca969d492d,AC,Bujari,82C457E7
1f4b9457-caba-4d3d-b3ae-675c2c0311e3,AC,Capixaba,CE661FC5
3b55e88b-4f87-4239-9150-cee1ccc8deb9,AC,Cruzeiro do Sul,D927667B
e012b9d2-c7ea-4a28-888e-14b8b5ad6561,AC,Epitaciolândia,212BFB13
1a49fe9a-0a3a-4b94-8093-da3b3a546a74,AC,Feijó,8756BA8E
637ae800-8b3d-415f-98c6-b99b82565c86,AC,Jordão,B4DB2F25
cecb4366-30c0-45b5-bceb-6c61d6da17f6,AC,Mâncio Lima,F98BF24E
dcdab07e-cefe-470d-bf73-5a1c620fcf58,AC,Manoel Urbano,9DD7CC9C
babfdb84-10de-4f9d-9fc3-dbf4ba558365,AC,Marechal Thaumaturgo,6EF0BF87
72eaa85c-e6c3-4e87-8643-d355fb086c91,AC,Plácido de Castro,6304ED2C
34576623-8064-4316-8eea-b00085933adf,AC,Porto Walter,23EDCDF0
79f53221-dd36-434b-a017-90ae1eecb5e2,AC,Rio Branco,838FC0FB
b5db6c04-bc14-46aa-9192-7a146c8c73fd,AC,Rodrigues Alves,2304BD68
92178f6c-e905-4ab5-8a1e-1a061e21ba41,AC,Santa Rosa do Purus,A32E754C
e42a8dc5-d3ef-427b-8a33-5e90ec90ed52,AC,Senador Guiomard,D78E659C
7aaf62a7-099d-4e20-a95a-8227e2611fbe,AC,Sena Madureira,3754A68B
4ca284fa-54cf-43a4-80c5-6eb660bbd190,AC,Tarauacá,7482CF65
52f31c55-fec5-4072-a161-14e5a808495d,AC,Xapuri,1B6D191B
049bfe3f-8ff6-4421-b0de-9f737b3f4294,AC,Porto Acre,57A1AE07
504ab378-4d1a-4381-91b4-fb65e50e5b01,AM,Alvarães,93282300
a8314e33-5c9c-490f-8df9-9153e181bf17,AM,Amaturá,E4968158
b19f53f3-e3a3-4695-bbc9-68c243054b4c,AM,Anamã,25A69F2E
214f19ff-d371-42b8-8c05-f7a2e5f05c19,AM,Anori,DD7A8FD9
0dd5c203-6eaa-47f0-97f4-74133015ce86,AM,Apuí,D54ACAA6
130fbd75-e834-4c90-8b00-be5a2ac0672c,AM,Atalaia do Norte,B685817D
dba3ec61-096f-4dcd-b23b-c779f84c3ef6,AM,Autazes,6D5D3714
7fbc5e22-32bd-4223-b71d-f7217ada527e,AM,Barcelos,CA215B0A
7b098f55-4dfa-4854-87a7-48599827df82,AM,Barreirinha,EB9C07E7
eea7abcc-4e93-43ae-8856-55d7d8071350,AM,Benjamin Constant,ACFB49B9
ee58e93e-090b-482c-9bf4-67599dd81d78,AM,Beruri,C35D5D80
af17c17a-f99f-44b0-8ab9-6d668c95e0fe,AM,Boa Vista do Ramos,1736BA99
efd27581-e603-4fc6-9797-38eeade24437,AM,Boca do Acre,A29B8FFC
79a6fd34-14d8-49db-8fbe-6f8fe15d7eba,AM,Borba,D5C4DE26
e26ccba2-3f93-44f5-a2a3-c752a1a14947,AM,Caapiranga,E47C680E
8a919beb-099d-4786-9544-8dd0fe73d076,AM,Canutama,45040784
93094e78-bc3a-4fc7-9bd1-e2b8d68c8bc8,AM,Carauari,9A05AC57
ffb42ce5-36a1-41dc-97fe-ff1a323cf7ba,AM,Careiro,03E56F2D
d59c8ec4-f35c-4218-9d9a-850edcc638a5,AM,Careiro da Várzea,7C3154C3
629b9fd2-4df0-4da5-9b0f-5e54fb9b50f8,AM,Coari,FFD7C901
3ea1264d-455c-47c8-b3d2-c77801df028d,AM,Codajás,4FA8E72C
2ab64d8e-f3a2-40f8-9d07-1f44cd3827f2,AM,Eirunepé,D27E90C5
c8e1d3c6-4821-4938-82f0-86b269081278,AM,Envira,3E73BC88
415c4a5c-64ff-4e26-83d6-55584f56f1e3,AM,Fonte Boa,61C149BF
248d7b30-c269-4d7b-8a3e-fe9e8d3f331f,AM,Guajará,98F88157
cbafca98-ba35-4f2e-8268-98d31386c8fe,AM,Humaitá,55B2CA80
601462e2-ef71-40a5-a995-a7318dea084e,AM,Ipixuna,361F50E9
97e99b8d-74d0-4c55-a431-6da50fcb6f44,AM,Iranduba,06B9823F
e3eaca7d-bb87-44af-8a7e-26f6f20bcf73,AM,Itacoatiara,851C8496
77c50129-6b27-454d-9583-9b00569f4e82,AM,Itamarati,0C302FCB
0c9479f0-2ff7-48a6-92f7-16a6c32bf34f,AM,Itapiranga,575EE1D7
6671218a-3f30-48ef-9f1c-61ec149eca17,AM,Japurá,6E1F85AA
8ffc7e6c-198e-4f4b-9f08-58c59d34ffea,AM,Juruá,7C9FAD72
1e31b605-7715-4312-b277-4a503826df7b,AM,Jutaí,2DED76DD
9e3bdaa1-4ae2-46cc-9782-57cf2e3587cb,AM,Lábrea,D3C546B0
fb092014-3770-4a99-afbd-f272df24bb23,AM,Manacapuru,D0051C94
91d13c33-330f-44c7-a951-51275026f5a3,AM,Manaquiri,23017931
f1a62904-d784-49e4-af77-6f085917d482,AM,Manaus,AA2831AB
ad3d8081-f294-4b7e-9af6-e844152d79d4,AM,Manicoré,B39190E6
2395aa02-0871-4262-ab94-4f9124f895e8,AM,Maraã,6D986C9C
716a94a4-90b5-4902-80bc-59ec1ba6bd54,AM,Maués,9C303B0E
700370c5-2504-4271-8a86-dd2ddc633c28,AM,Nhamundá,CCC7A858
e498c89f-b28e-49df-9ecf-e84a8114be14,AM,Nova Olinda do Norte,B86E6625
03066490-501d-4df2-bcd4-698a9106136a,AM,Novo Airão,C31C3C14
4568d1ee-9d27-4101-81d8-5341dd6deed2,AM,Novo Aripuanã,A5035C0A
6b0c1809-4e5d-43ef-83c0-ed2a01edc06e,AM,Parintins,3EF9CFE9
b109a88b-8355-4461-b800-c4775ca99f98,AM,Pauini,CD2A2203
5b480048-c1a3-44c2-8850-156d596dce89,AM,Presidente Figueiredo,E2F39D11
bbbc4ffc-2085-40bb-affa-288872e3fd05,AM,Rio Preto da Eva,D01280D0
008df0ad-0af2-40c0-8e18-45dfb4139621,AM,Santa Isabel do Rio Negro,55806710
da27d1d5-524f-48bb-8ab6-1c09b70ab69c,AM,Santo Antônio do Içá,B32FAA69
6edd8035-ec0d-410a-b022-b7da087672cd,AM,São Gabriel da Cachoeira,2E3C90A7
e57b1cec-4216-4842-b3f7-93b0f6eac7fc,AM,São Paulo de Olivença,0467A44C
aa10008f-1fdc-4fb9-a12c-ab3f40c61161,AM,São Sebastião do Uatumã,2F3BE036
a782feb0-503d-4ae4-8086-d5031814ca30,AM,Silves,7830D54F
5d6b0f81-10ec-4cbf-8dda-a48d0e8ebb3c,AM,Tabatinga,56A27F22
d689adbd-2dca-4615-b8ca-ae2c24c41f0e,AM,Tapauá,236D8106
e37e1477-299d-43da-8596-dcfcb3d6f406,AM,Tefé,8BB9E82F
f7c15c28-f3c5-4160-b978-bfa8701942ee,AM,Tonantins,EEC24EBB
61728874-5860-4455-890e-b2b73207f85b,AM,Uarini,63C4C608
c6d58ddc-3dcd-4cf0-ac14-0fccba41fea6,AM,Urucará,9DC578DE
0eb37283-3e8a-4cbb-a928-1a3b28830349,AM,Urucurituba,362B9323
c1ba4130-ea37-4015-88e3-9c5df37cd2ef,RR,Amajari,05C995E6
89657fdb-f36e-49ca-89a7-3bc83bf19a7a,RR,Alto Alegre,BF640878
9db7ce92-e583-42ee-b59c-652d58c18b9e,RR,Boa Vista,C26DFC6A
87b0c2f8-56ad-4349-aad9-a9033f99d8e5,RR,Bonfim,7521003B
64f6dcc0-8198-421a-8236-bb86abdc8a9a,RR,Cantá,508B9F83
f6ea425a-5f58-4395-bfd4-e03b2d8bbf57,RR,Caracaraí,CBD938BD
64f0543c-2f73-40d8-b07e-c22db049e53e,RR,Caroebe,EEAC1335
73078d0f-986f-4eb7-85b0-01def335f5b0,RR,Iracema,E76C6A23
895f491d-9c8e-4248-986e-4cdf2e0825e6,RR,Mucajaí,3FAFDDF7
994b1353-f225-4431-9c3d-34803a517f20,RR,Normandia,85FDB385
93a24c65-96f2-4206-bb11-b7b2ad606c57,RR,Pacaraima,2E9A411C
089c15bc-4b3b-4ad9-8d7f-a010a2ed5903,RR,Rorainópolis,5E592B0F
70f4bda3-b412-4789-b2d8-dd0fa8f419fa,RR,São João da Baliza,65DFE8B4
9e8965d0-0b81-4303-ae59-6b18ef236807,RR,São Luiz,761AE60C
50d9537d-b5f0-491e-b7a4-e6f442d687c8,RR,Uiramutã,71082DB6
23018cda-c89c-41b3-a228-0366cf2283dd,PA,Abaetetuba,9901D45B
4e82a05a-8f62-4c0c-ac68-058bca476a38,PA,Abel Figueiredo,BC2D0C6A
fbb293db-3b2c-45cf-8f7a-391b054dd6f1,PA,Acará,E7F71427
8cb24c0f-df30-4086-bcad-cc45ae172ba8,PA,Afuá,4AEBD623
3f3fc8ed-67b7-44c2-aa17-cf98304b2a58,PA,Água Azul do Norte,6CDE4D53
424463dd-6548-410f-bf81-517b446b3e59,PA,Alenquer,E596C9D7
7423e85c-a536-403d-9b23-54b6fea8dcef,PA,Almeirim,A1C8682A
4489cd5f-b3e6-4b5c-bf8e-c9927b398346,PA,Altamira,F6237318
308d4830-6726-43fd-a976-3e4938e2957c,PA,Anajás,07819248
bdfa6cf5-8d22-425d-8077-6d8b9c6c7943,PA,Ananindeua,2E1CEC6E
fc0b562b-49f4-42b1-824e-7dd6fc54e686,PA,Anapu,3EFF634D
b288ecd6-ca49-479c-9c7c-afa07385eb49,PA,Augusto Corrêa,111D8F26
e5c85eb3-3258-4bd7-bf0d-e78dba67d6d0,PA,Aurora do Pará,AFD74A6C
98f2df74-5e70-4b1f-b1e4-59ba09c624a6,PA,Aveiro,EF26BEE3
54f4e5bd-c04f-4829-9244-cdc1862b1bb4,PA,Bagre,7E8655E8
fc312539-ea27-4b3a-9275-e00e7c0a7655,PA,Baião,2A00D75F
db22f110-7eed-4b15-b96e-749badb76795,PA,Bannach,19C9F99B
541e5d21-e3f2-4a7d-87e4-daf3c5ae3a78,PA,Barcarena,347F0939
10bbbdf3-dbaa-465c-91b2-bdf6a46de5c7,PA,Belém,F2D0F3F7
ca2c18f4-827f-42cc-8601-10a027fde936,PA,Belterra,F22BE4B0
d4d25683-530f-4274-a5ef-a0094c315269,PA,Benevides,12111409
9acbd1b3-3067-4720-a425-87e57a8c2eca,PA,Bom Jesus do Tocantins,4674C2DA
488c1f8d-bdb7-4d82-8192-d0ed336da4b5,PA,Bonito,075A8BCC
0dcec770-96b8-4cbe-9899-46c9d723e6c4,PA,Bragança,7D7A3374
80eceb26-d263-4862-897c-8605c26dfcf3,PA,Brasil Novo,693E603E
2605d5a9-6aa3-4f8e-9ec7-fffd04fa6308,PA,Brejo Grande do Araguaia,89BC46A2
693880a4-1ede-4b2d-9d40-9fb2b81d4016,PA,Breu Branco,83EE0F5E
2f2e8c5a-5b9f-443c-a631-d0c6d47486b2,PA,Breves,6EEF8827
e4b6a59b-cfcb-4825-a686-5d14b9aece12,PA,Bujaru,BDF3A8C9
ee0b5ab9-bf5c-43ad-896e-a724a9542922,PA,Cachoeira do Piriá,E1501BDE
fcd949c5-d0df-417d-a2ea-384eb8a01e2f,PA,Cachoeira do Arari,0B6B18F8
4aaf2dcf-ab1b-44ea-9024-b0c2fccb2dfa,PA,Cametá,07F230FC
539c6e32-9caf-4b8e-a8a9-5c1d4ffde664,PA,Canaã dos Carajás,69F9FFEE
c6851fa0-3fad-4fe4-b6a1-dc11fc26a378,PA,Capanema,97F88D9D
a98034d0-2438-4046-bcb2-acacd4016a70,PA,Capitão Poço,A9BE0C08
d0261d1c-a53d-4e3c-a986-9726186ec070,PA,Castanhal,8C38C949
40ffc59d-61b0-488d-9263-d8f9c8a43ef6,PA,Chaves,4601AC9F
48baea23-5f85-4e81-8dd9-6f31a13dec80,PA,Colares,458D21E3
a05ff020-3b61-41a7-b674-074b2e019fe1,PA,Conceição do Araguaia,511229BA
6e85e586-dab1-46c6-87cc-4c19e7b0577e,PA,Concórdia do Pará,6FFC32AA
98fb1112-cd06-447e-aa26-e173fd92302d,PA,Cumaru do Norte,24BA34A8
fd2bb498-3dce-4e51-94a1-67b3b6b780d9,PA,Curionópolis,BB10ED21
e292c2e8-0a37-4520-aa26-ad5ef33f540c,PA,Curralinho,8D619E7F
cec68649-91cb-41b0-996f-0ce8f01b27d4,PA,Curuá,C25A602B
7ff8eb77-29cb-4fbf-a122-093edb3a8555,PA,Curuçá,9BC04E8D
e65aba8e-340e-40ec-9c8f-b7c0a5c095fa,PA,dom Eliseu,CB4FC481
37c115f6-ac00-4217-a5dc-33fe07f73359,PA,Eldorado do Carajás,C263AF32
22f83daa-358c-4518-99da-8e5f632ea78d,PA,Faro,E577270B
769a7ce6-fff4-4e12-b049-86b2cc8fd163,PA,Floresta do Araguaia,F66048A5
d9b7233f-f886-46ea-a137-e0ff3495d02f,PA,Garrafão do Norte,7E37D86D
3d4feaaf-4d87-43cb-bdc1-3aada371b123,PA,Goianésia do Pará,EC926A24
c0a07a7b-9dd4-45fe-ae23-bda4bbca51a8,PA,Gurupá,31879C03
4ae2135b-7413-4923-9b8b-986c4cd43330,PA,Igarapé-Açu,ACF7AC9C
3f25f1d2-a5bd-4d7e-924d-19de61980148,PA,Igarapé-Miri,CDCE8296
4545c791-6690-4595-a666-0cf9ba3db91d,PA,Inhangapi,0657EB61
375e28a9-e5f8-4fe4-94be-cca8df74d896,PA,Ipixuna do Pará,966AFD96
07731382-08e6-4eeb-be55-559b5e7bb946,PA,Irituia,B3CEA001
918ea40e-1506-4f37-82b7-eec4245c44b7,PA,Itaituba,DAB109C6
b97da483-38af-470a-9997-ade59ff88022,PA,Itupiranga,C891B5D1
1924cca5-77f2-4ee2-bc0b-6c986daef429,PA,Jacareacanga,052BC794
b4678bee-976c-41e7-b659-ba70eb9138c0,PA,Jacundá,750B2FC8
315970a5-14b8-4618-9929-9df842ea5104,PA,Juruti,5995776C
f7bf5a71-a837-46f0-b4b3-80438d0790f8,PA,Limoeiro do Ajuru,7E1C691D
8818f112-1929-4413-a172-9747197613df,PA,Mãe do Rio,7FCC1E36
deab4a89-c119-4233-af89-901739b3b4aa,PA,Magalhães Barata,C62ACAFB
1c281f72-7234-4cf1-a79b-1f1a4de719d8,PA,Marabá,43AFC29F
01df6805-51e9-4cc0-a404-ec974a8198b1,PA,Maracanã,40077605
6dd32ed3-9b55-4d99-815a-2748f112d01f,PA,Marapanim,B4D80F58
567aa48c-62c7-4c2c-802b-35e9ef6807d5,PA,Marituba,5B15F199
23813959-8223-42a0-ab9c-0ab7c568464e,PA,Medicilândia,7145714A
746e83f8-9386-4f57-8a38-312581122e88,PA,Melgaço,D6A86388
c9762a7e-2861-433e-a61a-1b63cfe85f87,PA,Mocajuba,90BF05B7
fb485832-674d-4de6-b31d-d6358f424832,PA,Moju,82BE3C53
f874ef18-6b57-4acd-9dab-507c1cbd7ccb,PA,Mojuí dos Campos,D715D4AC
8a925e48-18a0-4466-ae30-b4273acd81cc,PA,Monte Alegre,F5D9BF45
42178739-48cf-49ee-8955-cf1886668af8,PA,Muaná,96A4FB32
4c70afbc-1f8a-48a8-adbc-072ad19587ce,PA,Nova Esperança do Piriá,EF654E3B
1ad65b70-8caa-4edd-8bae-99c110b790cc,PA,Nova Ipixuna,E5E7F953
4a863073-ebb2-429b-aec4-05eb394c3467,PA,Nova Timboteua,0777E19C
24367aa6-9b4a-4f31-9989-2752bf20cd62,PA,Novo Progresso,11FAD889
29edf5d4-2647-432a-802a-9e3acd9ff750,PA,Novo Repartimento,9DFCC559
8a1fafbe-0748-4e58-bede-0b7de80398dd,PA,Óbidos,8CC9E770
a26dee38-cdcf-4759-bf3f-95e82076973f,PA,Oeiras do Pará,85E67A76
619cedf2-cf99-4420-b4d0-6f9362c25fef,PA,Oriximiná,26428AC0
b86c9220-f014-4c96-9a27-56cca249c5ac,PA,Ourém,6F938FCB
4d219ffe-1287-4021-988a-baaa4af49321,PA,Ourilândia do Norte,C36DFCFB
9b409072-f20d-4ec4-81ca-9811110cae15,PA,Pacajá,63947814
bf83c622-2b4c-43a9-ade0-a4a41de6bf3b,PA,Palestina do Pará,C1CA478C
e63ad20f-7c9d-400b-abc1-35714abadf0a,PA,Paragominas,D9AF917A
7bbe3e05-7d13-4e5d-8232-9621ff256b00,PA,Parauapebas,6AD25047
62bba9fa-32b2-4c7e-8324-36c5d02268a3,PA,Pau D'arco,78F2BDEA
0538ea9a-33fd-41fc-bba1-ac943544be8b,PA,Peixe-Boi,D4E40DC2
0b3192fa-2854-4bf5-9ace-3188908f450a,PA,Piçarra,F29837B3
022d8284-ac2c-4bb8-a2d0-a9e45c8a312b,PA,Placas,12DF3B77
d67e482f-64af-46d4-a1ab-0380276a5dd4,PA,Ponta de Pedras,EB89731A
24f18cdc-b22f-473f-9fac-7cb2ffe8d0bd,PA,Portel,82BACB05
a91fb700-1177-4249-a75c-2bc2d3b7cd1c,PA,Porto de Moz,1AD8E5A0
ed7550b9-ff1a-40af-aff0-ec0caa3e7dd4,PA,Prainha,31E85FC3
e2ad2b70-3d1c-42aa-ae7c-c0a1bf19bcad,PA,Primavera,95108FDA
fe5ae2b6-3b70-4324-bdcd-31cc213e770c,PA,Quatipuru,1334ACEA
ba89cb6e-7f8d-410d-b5e7-6bec606f94b4,PA,Redenção,10E41768
a5e570d0-7ddd-4221-93ad-b40a3f2207b4,PA,Rio Maria,1385124F
3c5bb3a6-5bec-42ba-ae77-e5878c62281f,PA,Rondon do Pará,D71879A4
81f540bf-4905-41a8-a37e-b0b97e525fb6,PA,Rurópolis,F38F5E7B
006da986-275d-49a1-9b5b-f2512841369c,PA,Salinópolis,90A55C20
29b6a407-4ade-43c3-bdfa-66a7367bfcee,PA,Salvaterra,9D4875C1
b4f5f6e2-3d45-47d4-95df-b5aaa3c1ee28,PA,Santa Bárbara do Pará,C5108104
d2d6b9cf-6e40-4c36-b709-6f00faacc44d,PA,Santa Cruz do Arari,63190804
30054cc9-29d6-48fc-9d4f-c574a92b9c8b,PA,Santa Izabel do Pará,685E5C61
d681a1c3-f4d2-4a28-af52-78c6412f341a,PA,Santa Luzia do Pará,BE61F654
c6948397-bf1e-4270-b061-040e2ba2b46e,PA,Santa Maria das Barreiras,A9195A69
2f056fcd-c6ec-42ae-b26d-30ce08a7b96c,PA,Santa Maria do Pará,571E0FCD
329a0b4d-1b41-4a38-890f-a25525e7d891,PA,Santana do Araguaia,2F92B92B
7a5b54dd-96b0-412a-a00b-2e26fdbf3536,PA,Santarém,8B3EEBA8
c2bb934d-4d9f-45f4-af53-4eeaff345c11,PA,Santarém Novo,29B8B697
a28f5b6e-010b-496a-9de3-ec5a604ecb2f,PA,Santo Antônio do Tauá,B9056179
e188f258-dadc-46e2-8ed1-96c2e538de40,PA,São Caetano de Odivelas,B854134F
a0bd6e4a-878f-4667-ba26-5e046f2a567b,PA,São domingos do Araguaia,69C43E99
f294b229-f21e-4753-b8e1-954fdbc3009c,PA,São domingos do Capim,FDBBB9E4
8e3266f1-d57f-4d84-bb2a-f9f868a89ef2,PA,São Félix do Xingu,DD07B78B
7f7cddf3-6bd2-4232-b459-3645fe07b109,PA,São Francisco do Pará,BAD8386F
43c36638-6953-4938-aaf7-3cd51df913d6,PA,São Geraldo do Araguaia,36E7F666
31c315d4-746a-4527-a797-38e57b019f97,PA,São João da Ponta,5121A041
ebc51145-766e-4e5c-8013-d84759c3ad19,PA,São João de Pirabas,ECEBF35A
96df5076-8f6d-4a6d-aae4-631e11287d64,PA,São João do Araguaia,6EA90845
61fa0e00-9981-4af5-9307-04e19613bd58,PA,São Miguel do Guamá,4CF0454C
59c7131f-7003-4001-b205-e8fd225261ff,PA,São Sebastião da Boa Vista,66D80FA3
2887795f-c0a7-48f6-8007-a2c301234f47,PA,Sapucaia,D8C8DF95
5127f3b9-d317-421e-998e-5df1dd84505f,PA,Senador José Porfírio,6D398709
6ea7dda4-d7a8-4a7b-aa08-4c2c09d57c44,PA,Soure,BF40ABC4
2a249061-b7fd-4180-8737-c872e1320995,PA,Tailândia,51F51C68
68ec0ce3-c510-4e07-8980-9b2f6c942a12,PA,Terra Alta,3845B80D
4829f792-64d9-4445-8062-23869e5916bb,PA,Terra Santa,0BF7459B
c58e86f6-5659-4ce2-8d8e-d2c365917119,PA,Tomé-Açu,325B5799
390bf5b4-5e75-41b6-ac5e-b3d6c44b2cf3,PA,Tracuateua,BBCF504B
4f08e943-d20f-4c07-9a91-9487345fd673,PA,Trairão,C57C794E
a9de2ab4-0935-47b2-bdcd-d3e024c9c131,PA,Tucumã,39272A02
5403933f-deb2-4ee7-8f2c-2a1c10d6052a,PA,Tucuruí,AA32F2FD
65ece462-f1bb-436b-b173-48a0b6706178,PA,Ulianópolis,3EF04145
720d1c40-ab12-43c2-a68d-3d8dc9fe1fef,PA,Uruará,4F091A12
f81280f9-6bcd-4fb2-9016-d1f72179c99e,PA,Vigia,44AD1E98
b7c5eb57-be2e-4904-87be-4329ae94bc77,PA,Viseu,46BD6FDE
38825d64-5642-4734-bbca-4815397740ac,PA,Vitória do Xingu,2DFA9716
9907f2d0-7ffb-4942-9b1c-0e6f6acfa4c3,PA,Xinguara,548C750B
35a86577-b773-4ffd-9d61-824f96cb9d30,AP,Serra do Navio,BA1E8ECB
15aa6458-7382-4909-a9f7-9a49c9042977,AP,Amapá,E57FF090
cfac8942-dbf9-42aa-abc9-116d12d4b3c0,AP,Pedra Branca do Amapari,341595F1
c35ca9f5-6abd-43f9-a332-2a5902588242,AP,Calçoene,4AAE2B93
64de99c6-91eb-4ddc-a128-2c1756e8c759,AP,Cutias,74D898BC
02b53de6-3f1f-4593-91a1-617fb09bef3a,AP,Ferreira Gomes,CF765BB6
dbd459a0-a17f-4170-8ac8-9f5074f822b1,AP,Itaubal,D4972E41
bbab43f0-25de-4f2f-a893-cda884731b0b,AP,Laranjal do Jari,89D351C1
330015c7-4daa-4c1d-b03d-1069ba211874,AP,Macapá,34C05BB1
4f28847d-325b-42d0-bbf1-c198e7c789b0,AP,Mazagão,1FFE263E
5e097eed-1126-4490-8d59-6ca504b92d13,AP,Oiapoque,44820980
94aef782-9707-4626-b318-d4ce7fc9ecba,AP,Porto Grande,356511CD
008b3864-9603-488e-80d4-0df54d81680b,AP,Pracuúba,686C4742
6317d2fd-e216-47bb-a9e7-254f51140a3e,AP,Santana,06B764D0
fe4f984a-098a-4edb-8797-d3fc74e5831e,AP,Tartarugalzinho,70C8BF45
5973c5c8-a426-48a4-b187-9bf9c2d0652f,AP,Vitória do Jari,2DCB28A4
e105fca3-b260-4c1b-be2a-d15603dd1191,TO,Abreulândia,115CA7A7
