ID,PACOTE_ID,NOME_HOTEL,EMAIL,TELEFONE,PRECO,ENDERECO_ID,TIPO,ID_PLATAFORMA
4143e7ac-5daf-4d7f-8536-9166b82de7f0,09f05155-6f96-44cb-8d0b-29ee8c9bc86d,Hotel Sol Nascente,reservas@hotelsolnascente.com,(86) 93456-7890,380,167e92c4-d5c9-46ab-b6e8-9f1e530ce5a5,HOTEL,8617000
dfb47bea-d638-44e3-82f8-496ddc36fe1a,0aad28da-c65a-47ef-8ecb-0f3ef404fbab,Pousada das Águas Quentes,contato@pousadaaguasquentes.com,(64) 92109-8765,1100,16d41bd4-4c2b-4394-bbed-fb9dc7213980,HOTEL,3366415
ed5cf5c3-a961-4b15-97b0-4eb1b82679fb,0af386be-7763-4d7e-8b61-ef865351105c,Hotel Ouro Preto,reservas@hotelouropreto.com,(31) 97890-1234,570,17144d69-03ba-425c-8b19-719ef469230e,HOTEL,9227638
60ee0d5c-7fce-4baa-b937-81a686eef2fd,0b3cedd0-b9e8-4c42-b52c-047608982324,Pousada do Vale,contato@pousadadovale.com.br,(24) 95678-9012,700,17317e7f-b5a0-4c95-a11e-a187b4adb13c,HOTEL,1809728
d2e4eb66-fb92-4c92-85f5-bdbcfe35fa53,0baec014-296a-480c-883d-2789f4689f9d,Hotel da Praia,reservas@hoteldapraia.com,(54) 91098-7654,950,1814a0c3-0340-4445-84a0-1a0eb1062789,HOTEL,8609630
34d90fee-8ab3-4009-b38a-66f884f88680,0c5b4de3-15e5-492a-b499-7cfa1523b278,Pousada Litoral,contato@pousadalitoral.com,(13) 99876-5432,340,18d5d593-9469-484e-a90f-dec8f33ad40b,HOTEL,11182797
0aeb6eb2-06f4-40ec-9910-28e5e6d3b126,0c81266c-1c62-47ff-ac17-9ba4d5af587a,Hotel do Bosque,reservas@hoteldobosque.com.br,(19) 91234-5678,490,1942991c-aa18-460f-9545-9c3166311651,HOTEL,10263285
7358004d-d807-4290-92ad-15cf36fcb4db,0d874448-35a2-4e67-8398-04026ee71ab6,Pousada da Serra,contato@pousadadaserra.com,(47) 98765-4321,620,194cede2-54fd-4ac2-99a9-a33f5cc8a108,HOTEL,8617000
9bc20842-0753-4667-9b04-14379faa9457,0d91ce29-8668-4efc-bd60-673c0f15f880,Hotel do Mar,reservas@hoteldohmar.com,(82) 96543-2109,800,1954f973-b5fd-4493-a9c8-81878ea89ec7,HOTEL,7920324
5ab33234-0145-43f6-b405-260a99ae7a2f,0e7dfd5b-54f9-47e6-b6e9-904a82858242,Pousada do Sol,contato@pousadadosol.com,(75) 94321-0987,360,1a4b55fe-084f-4389-9da8-d09057614cd9,HOTEL,7920324
70217635-252f-4931-b4d5-db1b9f6011ce,0e93706f-efa0-4abe-b538-59dc05caedcd,Hotel do Rio Negro,reservas@hoteldorionegro.com,(92) 93456-7890,1300,1a6c7de1-fd98-4b53-98c9-9cfe6265dd67,HOTEL,8371719
4b31d16a-0c4f-4f4e-9ba5-8e9df831e54e,0f0c8e1d-2ffd-4d77-8579-7b4b1b91c1d2,Pousada do Pantanal,contato@pousadadopantanal.com,(67) 92109-8765,4500,1a7bcbdc-63ef-43fc-bf33-69819c5a4078,HOTEL,8609630
2ad08511-d637-46fe-ba96-8ff7ab2861ec,108b783a-bf82-480f-a151-e2302ecafed6,Hotel das Dunas,reservas@hoteldasdunas.com.br,(85) 97890-1234,2500,1ac9d658-618d-4975-9221-436aa3e17af6,HOTEL,2101251
c7941129-ca5c-4ece-95ee-514387ef2bd5,11262ed7-80f8-4b88-87cb-d80850a54b58,Pousada do Centro Histórico,contato@pousadahistorica.com,(21) 95678-9012,980,1b5bfec2-67d5-4ed7-9ca5-615058a4cbc9,HOTEL,602489
cb896495-cb32-416a-88a0-277060c44560,113de264-a13f-443a-85b7-c2dd86d8813f,Hotel das Cataratas,reservas@hotelcataratas.com,(45) 91098-7654,3200,1b80d79e-166d-4753-adb8-7615f2dc398e,HOTEL,1809728
5904dce0-58fe-413c-8f83-76f2f33100c1,126f3b00-fa81-40f9-bc33-9e9a9a87948c,Pousada do Lago,contato@pousadadolago.com,(61) 99876-5432,720,1ba8c437-b559-43fc-9d21-6b745fedb2a0,HOTEL,10263285
a7a2cd8b-ce7e-4012-8468-8635f90b0ceb,12e7e53b-93a0-4cfa-9d86-cd95e044b28b,Hotel do Vale do Vinho,reservas@hoteldovale.com,(54) 91234-5678,1500,1bc9eb2d-7d01-433c-9f3c-0cfc3db14cf6,HOTEL,10528795
3166ae30-52a7-4446-ab49-f6889d7b97df,135f8016-0e92-483a-aa2a-0f3a40559e40,Pousada dos Ventos,contato@pousadadosventos.com,(88) 98765-4321,290,1c2236ce-d9bc-4338-b8db-d16736da9335,HOTEL,3112443
0b407669-13f2-4337-9cb8-d10b55cd9497,13e5f981-e763-46e7-8055-4ac6a480cc35,Hotel das Rochas,reservas@hoteldasrochas.com,(83) 96543-2109,370,1c3fa7f3-3294-43a1-9694-6d7066c33fbc,HOTEL,8512326
774b2bcc-16f4-42ad-94f3-36145d1bf9f7,154f572c-4624-469f-8fe4-cd2f5453d8b7,Pousada da Mata,contato@pousadadamata.com,(32) 94321-0987,510,1c420bcb-38f3-4596-93fe-396bb1734745,HOTEL,8659138
00b676f6-698e-4973-8d20-9b6bf90c05ce,155f253c-5b03-4e0b-abce-eb35737a01e0,Hotel do Peixe,reservas@hoteldopeixe.com,(92) 93456-7890,640,1c63d241-39fd-4804-bb65-fe5dc25fedc9,HOTEL,8512326
89123eb4-2328-47ea-a23f-aad4013ca0a9,17444f78-8923-4ea2-bcd7-8213c0d60ad4,Pousada da Montanha,contato@pousadamontanha.com,(47) 92109-8765,440,1cad3ff9-f4d2-42fb-83b9-332bd7601407,HOTEL,10263285
7d82cebe-f26e-4ead-bff0-a0b87a0b8070,187f6ced-5fc4-43ca-9bc5-a26b89e83007,Hotel da Floresta,reservas@hotelfloresta.com,(92) 97890-1234,1150,1cdd7577-3258-43d2-bf7b-effcf4ada4bc,HOTEL,4905360
ed3dd9d3-bb48-41f9-bf77-1f35096c2d58,19629614-09c9-4c21-b756-db994578c54a,Pousada do Sol Nascente,contato@pousadasolnascente.com,(84) 95678-9012,850,1cfa7188-8b6c-424b-9821-4a70342a34a6,HOTEL,10544590
ff91ff32-70b8-4e2c-9895-d60f14144766,19a61d1c-4026-4de8-88a9-10609e82a0ea,Hotel Maravilha,reservas@hotelmaravilha.com,(11) 91098-7654,2000,1d81c8d4-048b-4ae6-8002-3fa4e03deb32,HOTEL,1491789
bb3c34cb-b98c-4df4-b6b4-29ab0718182a,19d4c584-c2c5-4b4f-885c-1a3701a65288,Hotel das Palmeiras,reservas@hoteldaspalmeiras.com,(11) 98765-4321,450,1e0e2f73-e2fd-436b-957b-93bbc1d697be,HOTEL,9227638
d2df1ea0-c3b7-4165-9798-c2b2ac583ace,1a60ee30-7844-4fc6-a823-0cb3d2a967eb,Pousada do Sossego,contato@pousadadosossego.com.br,(21) 91234-5678,320,1e351746-c18c-411b-a9d1-9bdae173b511,HOTEL,3112443
598275d7-d9e0-48cf-aea8-f735adb3f0e6,1a6a1b15-3cc7-4156-adf9-fdf8660b210c,Resort Solar,info@resortsolar.com.br,(85) 99876-5432,1250,1ea326ff-e1ce-4c36-a517-ca786f46ec26,HOTEL,2152819
1c3f9cae-0228-4f05-9868-1eb903952e35,1b9924d0-5ae0-43fe-b84e-bc0016324b38,Hotel Estrela do Mar,reservas@hotelelmar.com.br,(71) 96543-2109,670,1eab49f1-b6dd-4a51-9918-552f445a66e8,HOTEL,10528795
199bd841-af50-432b-b259-43e68c89a8b4,1c374448-98f3-4dd5-8051-1029cf8aa9a7,Hotel Serra Azul,contato@hotelserraazul.com,(31) 94321-0987,280,203330de-c6da-4d89-a795-805092a00bb7,HOTEL,8659138
1a9e7e43-c329-45a8-8a56-6c508e113764,1cbaa688-0ba9-42a1-99b7-f0ec1fcdfd86,Pousada Recanto Verde,reservas@recantoverde.com,(41) 93456-7890,550,2040f587-debe-4e4f-a1bf-77e3e56ef4f7,HOTEL,10528795
d28f093f-5245-42e8-b72c-f53d813fb1e4,1d3ec0c1-fc23-4cac-8065-367b132a1405,Hotel Vila do Mar,contato@hotelviladomar.com,(48) 92109-8765,890,2070397c-fdb3-4ddf-9f21-4f19563c0462,HOTEL,14265763
fd33866b-ec0d-4a5f-b7ad-acfc60e45355,1d825a5f-103a-4deb-b7b9-244b84ac92c5,Hotel Pôr do Sol,reservas@hotelpordosol.com.br,(81) 97890-1234,710,20787c41-2acb-4c79-b762-dcd7e5ec8539,HOTEL,10804695
f0b42647-d174-497b-8627-067c55a5e5b8,1dbb0583-93cf-4f10-a1fc-9ffcda8cff0e,Pousada Nascer do Sol,contato@pousadanascerdosol.com,(51) 95678-9012,390,208a1764-d8c7-4d49-902d-d1a0a11752f5,HOTEL,1306237
dc52ef4d-24ff-466e-b1c1-a0c098b3d00b,1dde21fe-cbb0-41f2-a6c3-e2d515158b8e,Hotel Aconchego Mineiro,reservas@hotelaconchego.com,(34) 91098-7654,420,20a1f86e-23ee-4195-9ec0-037f81ae9534,HOTEL,2500617
475c4bc2-51ce-457f-a656-e4aaa92735f4,1ea051cf-beac-4000-b5aa-4607a49b2c66,Hotel Paraíso Tropical,info@hotelparaiso.com.br,(92) 99876-5432,1500,20b0abad-769a-46bd-926f-e0f4f9583bc6,HOTEL,9227638
e6d4e7f9-2a77-4971-9dfa-d889b5b44fd3,1ed26a10-883e-4730-8cac-499e598d9f12,Pousada Tranquilidade,contato@pousadatranquilidade.com,(61) 91234-5678,600,20d683e4-60ea-40f6-95d9-9c16a4e5fd89,HOTEL,1491789
8a57bd4a-ecca-49cb-9086-4ef0f762aae7,1f01882c-a933-4b5d-91dd-44db3ab81f30,Hotel Mirante das Águas,reservas@hotelmirante.com.br,(62) 98765-4321,580,20f00c2c-dfe7-405a-b177-bc6e3bcb7e6f,HOTEL,4374096
62a0c6b7-dd61-4828-a2c4-bd94adc78e7f,21a9fae1-d112-48bc-b8db-619310cde369,Hotel Lagoa Azul,contato@hotellagoazul.com,(67) 96543-2109,470,20fafddd-0136-47ce-acea-21ec28e425a2,HOTEL,8617000
fb35934c-85e1-417f-a074-d651244bc79a,23e4248f-8cce-4648-9780-7f0e2bd874fe,Pousada do Cerrado,reservas@pousadadocerrado.com,(65) 94321-0987,350,2135d830-4353-4c92-a99e-f71731a34691,HOTEL,801247
981af0ef-6b26-445d-8ead-d1705d0f2f0c,23ed6eb2-fef6-43f1-95c7-1ed2a7e28419,Hotel Pedra Branca,contato@hotelpedrabranca.com,(27) 93456-7890,750,21605653-a66e-44ab-99c4-e98a67e4e489,HOTEL,10263285
27d5925a-11aa-40f2-9c65-f1010d6c4aea,2409312f-cb03-41db-bd1b-2bfde7a7d9e7,Hotel Mar e Areia,reservas@hotelares.com.br,(83) 92109-8765,920,2179e031-8f14-431c-be30-427a3c5519ac,HOTEL,10804695
02eb5259-d892-4901-91b9-5df38f8cc01d,241de993-3ec3-4ee9-a71e-6102282cf1e6,Pousada Sonho Dourado,contato@pousadasonho.com,(84) 97890-1234,680,2270016a-da1e-47d7-b67e-9a63c4406960,HOTEL,4374096
c46c1a2b-9261-4988-b25a-59dbe86874d1,25300b15-8286-47fa-832b-4369d41e1c68,Hotel Brisa do Mar,reservas@hotelbrisa.com.br,(91) 95678-9012,520,228ddc28-6a01-4069-9ee4-d07b436dbfa1,HOTEL,4761806
2f2ee893-9cf7-4008-bcf7-7adea66a1bb0,258869e7-c1d4-4451-8644-3e4b6c253063,Hotel Vista Bela,info@hotelvistabela.com,(69) 91098-7654,480,22d83791-0fe2-4386-8fd9-4f9f5157b15a,HOTEL,14265763
c744e088-b0a8-477e-845f-c35d75aed826,25a1082c-7604-4c3b-9e67-331af5b31ef0,Pousada do Rio,contato@pousadadorio.com,(68) 99876-5432,330,23018a71-dcd3-4fb2-b7b1-c7d80f572588,HOTEL,16548113
6bc549a4-1cba-47bb-a7e8-05443e8b38ec,25c098c7-b6ee-4f49-9b1d-967e0e336c20,Hotel Colinas Verdes,reservas@hotelcolinas.com,(95) 91234-5678,410,231fcbad-00d4-49e0-9be8-a7e0b3657467,HOTEL,13341380
f7923e1f-ad2a-4fe4-af75-70f4fa92a3ec,2601ac80-5316-4358-acd9-0713b4f35c1e,Hotel Floresta Viva,contato@hotelfloresta.com,(96) 98765-4321,290,232e41b2-a025-46f7-9fa2-8265bee58296,HOTEL,2500617
aa9bc86a-bae8-482e-ab38-821ba7998489,26b1eccf-f81f-4b2a-b84f-957e5ae0f73b,Hotel Vale dos Ventos,reservas@hotelvaledosventos.com,(79) 96543-2109,650,235bbae1-727e-499d-8e77-6c67c32f6ec0,HOTEL,7920324
5a3a37ad-88e1-40fb-9fe9-198569498c46,26cdfc0a-9dfc-441e-a2ff-09f181638519,Pousada do Sertão,contato@pousadasertao.com,(87) 94321-0987,250,2368907d-86ca-4d20-9a6c-e7a7623e506b,HOTEL,379872
9badf2af-f00f-489e-bafb-8aa2a44dfeee,270c2804-bcee-415c-9a6a-0025f7fa5014,Hotel Sol Nascente,reservas@hotelsolnascente.com,(86) 93456-7890,380,238da565-531c-4111-87dc-8c6fd8f7633e,HOTEL,2835450
4f254d04-f797-4b93-8f4e-98859801af7e,2754ec66-8876-4856-a853-eeab9aba2c31,Pousada das Águas Quentes,contato@pousadaaguasquentes.com,(64) 92109-8765,1100,23c0d55c-9e9f-4b53-b84d-2f2a130aea66,HOTEL,6270657
a3a51334-e491-4dc4-91b0-10a7676bf51a,27c0d90b-2360-4578-8cc3-55e3f6b8cfdb,Hotel Ouro Preto,reservas@hotelouropreto.com,(31) 97890-1234,570,23c28b07-9a90-413d-b5fe-3a025fef380c,HOTEL,1163966
8b89c1c7-a307-417c-8cdb-7f4fd27ffc79,2836ad8e-f71f-4f4d-909b-973a2567384b,Pousada do Vale,contato@pousadadovale.com.br,(24) 95678-9012,700,2425472f-3b1a-424f-856a-f5d059099591,HOTEL,602489
6b3d06ff-b6aa-400f-bd29-ca5d26997087,28822d6c-0b29-4175-bd32-49795076801d,Hotel da Praia,reservas@hoteldapraia.com,(54) 91098-7654,950,245a6d9c-8d75-4d5c-ad7f-f41520f6bb48,HOTEL,5338549
c4f61acc-7f90-4b93-a3fb-4878776975d9,28b18f7e-0ef9-4718-898d-4b23f4c7fbfb,Pousada Litoral,contato@pousadalitoral.com,(13) 99876-5432,340,248e4e6e-0c83-448a-8472-95f177309132,HOTEL,11073461
35492dd8-c3b1-4937-a5fd-8ce0cda0d81c,28c44431-df7f-4dd2-b1fe-ea43dc62dd85,Hotel do Bosque,reservas@hoteldobosque.com.br,(19) 91234-5678,490,24cd4652-54b5-4fe9-af74-a87cebb02b24,HOTEL,3813059
ccf85700-782b-4f40-8753-1f55850c7ecc,28e3e2e4-44cb-452e-ac49-57b3f154cb18,Pousada da Serra,contato@pousadadaserra.com,(47) 98765-4321,620,25b68b4f-5c39-417a-9e8a-501e0bd0dbe3,HOTEL,1491789
6bf85b75-264d-47e4-8cdd-f24cf929f76f,29a45419-a067-4f3b-b532-4f1f63e01bf3,Hotel do Mar,reservas@hoteldohmar.com,(82) 96543-2109,800,25b8b70c-8a18-41db-b456-da3782830736,HOTEL,602489
b235509a-c3ed-4096-9bec-b270f7b569fc,29f5a769-b10f-421d-96dc-4072dbd77a97,Pousada do Sol,contato@pousadadosol.com,(75) 94321-0987,360,25c26bab-26bd-409f-af33-e152c2c2160c,HOTEL,8659138
89dc7a9a-4bb2-48e2-913c-fc1c3330dbfd,2bab84bb-3406-404a-b788-846ff687fd68,Hotel do Rio Negro,reservas@hoteldorionegro.com,(92) 93456-7890,1300,25c6e832-6452-47dd-8d9b-84b6eeb691ee,HOTEL,2500617
f30635e2-c558-469e-bfa2-c6505cfedfd7,2beebcd5-3dde-40f0-8caf-bcd01ce1cebf,Pousada do Pantanal,contato@pousadadopantanal.com,(67) 92109-8765,4500,25f0f75e-dc87-4f2b-b931-21d48c5eadd3,HOTEL,11073461
307ede22-26f8-4d16-9232-8a6631cc686f,2bfb177c-976e-469c-bf76-5c5aac6d47b5,Hotel das Dunas,reservas@hoteldasdunas.com.br,(85) 97890-1234,2500,26121f65-7a53-498e-aca8-f3f4b945a153,HOTEL,8512326
5554a971-ce63-472e-b0c3-5bb8f8af5453,2c4071b8-39bf-40f6-8c0b-0a9a5f000f74,Pousada do Centro Histórico,contato@pousadahistorica.com,(21) 95678-9012,980,2638d9b9-98b9-455f-b6ee-202907b76345,HOTEL,4932749
08a16321-9c64-45fc-aa15-e8ad48f09787,2c57eafe-0fa9-4aa7-9b8c-fcaf558fcc93,Hotel das Cataratas,reservas@hotelcataratas.com,(45) 91098-7654,3200,27129d44-bccf-44a3-a828-8066febf40e1,HOTEL,3534174
42b109f1-48ac-4345-8a66-3f667d8ad314,2f90c904-2f13-4009-a0c9-d23e7a44041b,Pousada do Lago,contato@pousadadolago.com,(61) 99876-5432,720,27242d69-0855-4468-9f04-1f6909899ef5,HOTEL,1306237
8e5c3ab0-1332-4f30-9e82-18bd12cbc310,3004abe7-3a5d-43bf-9180-dfcf3c41a5e9,Hotel do Vale do Vinho,reservas@hoteldovale.com,(54) 91234-5678,1500,27b160ab-256e-4016-af7d-11e6adacdd12,HOTEL,5629734
72fe69f5-0070-431b-9667-fa77d8688d8c,3098daca-4cc9-4fa3-87df-cd98b1b82ca3,Pousada dos Ventos,contato@pousadadosventos.com,(88) 98765-4321,290,27da38d5-3e11-431b-9822-92e0f19b6cea,HOTEL,11231226
eb999071-2911-40e8-af6d-539af7d280a6,31469361-f12f-4a91-808c-e5094f19018e,Hotel das Rochas,reservas@hoteldasrochas.com,(83) 96543-2109,370,280a6d23-9600-441a-b9e4-0d6e7dd1dae0,HOTEL,2835450
5be88d36-3843-43c2-b179-f801efbfc08b,31ec0f02-1e7f-41fa-9fc7-c7c73aa5fd55,Pousada da Mata,contato@pousadadamata.com,(32) 94321-0987,510,284093c4-59be-4bd3-bda7-241ff0bf7f04,HOTEL,2101251
3b917630-11f9-4063-9cee-0a5ac67d8b76,3200f3f0-32ed-44ee-9bee-cc040f81a57c,Hotel do Peixe,reservas@hoteldopeixe.com,(92) 93456-7890,640,289865cf-2b72-403f-a04f-d31845d77c5c,HOTEL,12596074
60b5262a-e3bc-4057-83e2-0b14f1b0d38b,32607007-0419-4cb6-82df-f3fdbd71ee7b,Pousada da Montanha,contato@pousadamontanha.com,(47) 92109-8765,440,28c3949e-e2f8-4e05-bfd5-8c058f0a02a6,HOTEL,4761806
5cb2eb99-694f-44b3-bc7b-b80cba63453c,339e3860-de6a-47e1-be22-28a180935046,Hotel da Floresta,reservas@hotelfloresta.com,(92) 97890-1234,1150,28da5de8-3617-45a2-9876-eeaf3cecb532,HOTEL,10528795
35c41705-226d-48bb-9bef-182fdcb015ec,3470e565-5377-4155-a5de-1120bf0a4c30,Pousada do Sol Nascente,contato@pousadasolnascente.com,(84) 95678-9012,850,2947676f-368d-4262-b8a0-90dc64c5a11d,HOTEL,10528795
a42b0fbd-e540-4bb4-b61a-d24d94ee00e8,35e72b34-724f-4323-975c-359f65e9d1c8,Hotel Maravilha,reservas@hotelmaravilha.com,(11) 91098-7654,2000,297dbc52-c807-4c94-889c-7f21fd9f3bd4,HOTEL,10804695
30768b5b-1e37-427a-8804-b1129264456b,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,Hotel das Palmeiras,reservas@hoteldaspalmeiras.com,(11) 98765-4321,450,449a3cc0-2c74-40f3-8fda-2a3840e65c92,HOTEL,379872
3e527009-f81d-4a2b-a185-e2909506f7fa,3644f270-b33c-4abc-8f46-54723944bdaa,Pousada do Sossego,contato@pousadadosossego.com.br,(21) 91234-5678,320,2996e406-afb6-4c8a-8d62-03f0d83c181b,HOTEL,10263285
bca754e5-7460-469f-b95f-95cf3b81f8cf,3747fe94-9f4c-4a4a-a24e-6161a0224799,Resort Solar,info@resortsolar.com.br,(85) 99876-5432,1250,29a819b4-1487-40cc-8a6f-e8493f82a214,HOTEL,10146399
6e7e772d-8718-49bd-9431-b9490672ff0d,386895c6-6f9d-4a2f-a93b-80e885c874a7,Hotel Estrela do Mar,reservas@hotelelmar.com.br,(71) 96543-2109,670,29edbaa6-1c20-46d1-b4a9-779e922d5135,HOTEL,1163966
1a2680f9-4028-45ee-abe2-2f0e9a030967,392d15a2-d6cc-43d3-b4ff-959d67114412,Hotel Serra Azul,contato@hotelserraazul.com,(31) 94321-0987,280,2a1af20d-f29b-4665-9564-0e7b778745b9,HOTEL,1163966
37b2396a-43d3-4c58-9c05-93c93899db8e,394c6f84-079e-43da-99f4-f582c8387142,Pousada Recanto Verde,reservas@recantoverde.com,(41) 93456-7890,550,2a67f6e4-a123-4aa3-b511-2a7cd047e9b1,HOTEL,3534174
c48322c6-7042-40c7-b092-0b4a5dfc75cf,3973ec1e-9707-4071-9ab2-78b02e067af4,Hotel Vila do Mar,contato@hotelviladomar.com,(48) 92109-8765,890,2a8248ce-a805-45b6-ac40-a338c85b35c3,HOTEL,8830905
