ID,CLIENTE_ID,PACOTE_ID,DATA_COMPRA,DATA_IDA,DATA_VOLTA,VALOR_PAGO,DESCONTO,VALOR_TOTAL,STRIPE_CHARGE_ID,RESERVA_HOTEL,ETICKET_VOO_IDA,ASSENTO_VOO_IDA,ETICKET_VOO_VOLTA,ASSENTO_VOO_VOLTA,EMBARQUE_VOO_IDA,EMBARQUE_VOO_VOLTA,RESERVA_VEICULO
784144c5-23e8-47e0-9859-0bb63397c31c,b1086bce-ffea-41ca-b784-1bcd7c7b0c78,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-02-06,2025-02-14,2025-02-20,3322.9496,0.15,2824.5072,ch_8b91bc5335eb4669b55afc1e,RH0bf4869c,ETIc7286d5c84,36-D,ETV9937575650,3-E,2025-12-05 00:00:00,2025-11-26 00:00:00,RV46b34a4e
dcd72718-c730-4d21-a105-9af9e96ae4d4,8886f50e-f3a6-4a82-a138-a8f48a9563ca,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-09-25,2025-09-12,2025-09-14,2898.731,0.05,2753.7944,ch_fdfa89e9e47542ce99f72cff,RH99fd7276,ETI342100a212,26-C,ETV364dc1f94e,32-A,2024-10-15 00:00:00,2025-02-22 00:00:00,RV34fc510d
f37c75d2-76ab-4066-97f4-d277240cf1ed,231c6a64-cbbb-4bba-9f54-20a0382e6361,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-01-27,2026-02-14,2026-02-20,4180.1347,0.3,2926.0943,ch_e15d814afbc84702a20fedfd,RH70be6802,ETI992342cb1a,19-F,ETVafda83207a,14-E,2026-10-28 00:00:00,2026-07-31 00:00:00,RVe9704269
ac59c8a7-c32f-49d1-8256-2b408f459ed5,d92f7576-855c-4e92-ac88-5ef511dd00cd,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-01-30,2025-06-08,2025-06-13,961.1738,0.18,788.1625,ch_ea3c4063ad9c40f590fcc32f,RH3cadb97f,ETI0cb31d23fd,16-E,ETV3b84453886,35-F,2025-08-08 00:00:00,2025-05-04 00:00:00,RVb61e763e
58800734-d11a-40fe-b033-9f8f58e878d4,c305a6d5-e5e8-4ed5-9bec-3b16c57a4573,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-07-27,2026-10-14,2026-10-21,5123.4342,0,5123.4342,ch_3ebc0b11d5304c16ab08a1a7,RHddcc53ec,ETI009d82c584,38-A,ETVb16f2d306e,37-B,2027-01-29 00:00:00,2027-02-08 00:00:00,RV21a10c84
06e4948d-0d62-47c7-8ff7-6cf0501b14d0,ca2e76bd-5911-478d-b7ba-022ba9a01b8a,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-10-25,2025-09-11,2025-09-17,2141.1139,0.2,1712.8911,ch_4292103081a64983b35dc9db,RHeffb07d9,ETI6bee78c27d,39-D,ETV740efdfd20,11-A,2025-01-15 00:00:00,2025-08-23 00:00:00,RVa399165a
28a0ad34-c5eb-4c89-b054-abee0edf3b2b,34b79811-21ec-463c-94b6-0a0ea8616398,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-02-14,2024-09-28,2024-10-02,2245.6731,0,2245.6731,ch_953b7082a0d84ed29a2c31e1,RH0d83551f,ETI213eb0df14,31-F,ETV4a0294e675,17-F,2025-01-02 00:00:00,2024-05-31 00:00:00,RV6efbbdb3
fb690893-522a-4c7b-9eff-29a4d5ed9232,79c5245a-8f2c-48ce-92b7-ea92ec97bfba,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-03-12,2024-12-19,2024-12-27,1888.6311,0.1,1699.768,ch_a0e8575018f04f43bc59ffcc,RH26fb397a,ETIde01aa2398,34-B,ETV366fee2c5b,5-F,2025-02-12 00:00:00,2024-06-11 00:00:00,RV563cb1da
691d6bae-c3fd-4413-a81c-bece5ca88c82,32565798-344a-4969-941a-9a59ba350fac,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-08-16,2025-10-12,2025-10-22,3903.1362,0.25,2927.3521,ch_d6dd0b6982a9433aa8f58ba8,RHe5db6033,ETI98abf9423b,39-D,ETV28a96ac0db,28-C,2026-02-01 00:00:00,2026-01-19 00:00:00,RV67f8de37
9d0e48b0-f027-44f5-a375-790fea209b48,07d3bc56-b67c-47eb-abd4-78eafa9ec3ab,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-01-14,2024-08-21,2024-09-04,5947.8329,0.15,5055.658,ch_031b370991314bae96c69b0e,RH1f69b687,ETI400266740f,17-E,ETV7c4bfaf35a,34-E,2024-07-04 00:00:00,2024-07-18 00:00:00,RVcc172c90
1f476ac4-7694-4ac1-a49d-6f2f81e353d3,8891cb40-57dd-41aa-b8bc-e83f2d67dc81,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-07-13,2025-07-10,2025-07-24,2760.6695,0.1,2484.6026,ch_68c106eae05940a8afa3e294,RHe13eaac7,ETId6dc815bec,1-E,ETV23432c73b9,10-F,2025-07-17 00:00:00,2025-08-28 00:00:00,RV78817845
55183736-d979-42b6-9606-886f96c54c9a,f32b2c7e-1c43-45fa-a261-494edfe3ba98,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-07-30,2026-02-12,2026-02-19,2945.5443,0,2945.5443,ch_21fc5f9e5cd24a91a8713ac6,RHce0639bd,ETIb29ffe2217,36-D,ETVc167d3c3f7,40-B,2025-08-17 00:00:00,2026-02-11 00:00:00,RV3b6b3fb2
40c4b2b7-3788-473a-b0fb-5d28db56211c,f7b267af-0d16-4a70-a66b-e67e5f8e2ecd,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-06-25,2025-09-15,2025-09-27,1408.7037,0.18,1155.137,ch_044763c20ef94df1beb3a16d,RH9b91176c,ETI3562e0cd50,32-A,ETVed0df46a26,16-E,2025-11-05 00:00:00,2025-11-23 00:00:00,RVd5a056d5
ec04ed15-9e2b-46ab-820c-59a1ebf5f2de,9fa3338e-86ce-43a4-8a7a-db0b150ce336,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-07-08,2025-08-01,2025-08-09,744.1698,0.22,580.4524,ch_0d00117785ed44be8c916ca2,RH90437f1f,ETIb72f367004,16-F,ETV567abad00f,29-E,2025-07-13 00:00:00,2024-09-08 00:00:00,RV362f0aee
51db08b7-9824-4211-b92b-e16dcc1574a1,81e19920-edb9-465f-9ef9-2a77dd54ed4f,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-07-11,2024-10-04,2024-10-13,5564.2879,0.2,4451.4303,ch_41ebb50642134069a1c03c91,RHc7a61d58,ETI61f29bd6c8,26-C,ETVda3b66dfc1,17-D,2025-08-12 00:00:00,2025-08-22 00:00:00,RV8628b5b9
30384053-8321-4b28-a79f-76bef56cff13,503856a6-732b-4596-92a6-e6961ee097ca,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-12-30,2025-11-08,2025-11-15,816.5867,0,816.5867,ch_f8718f82d57f4d8994d56e98,RH4cea6b2a,ETIaf189b2ac0,32-A,ETV235bf664f4,17-B,2026-02-03 00:00:00,2025-08-01 00:00:00,RV6be4560e
13a72298-d229-494c-b260-0206f089c40c,bbbbdd0c-1ede-4a53-b69e-3047fdbeeb52,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-01-30,2025-09-11,2025-09-25,3921.6271,0.2,3137.3017,ch_9f299ef77357439abbc1e7fe,RHe96e87f9,ETI05351c079d,3-E,ETV0dc46f1cb3,30-C,2025-11-27 00:00:00,2025-04-15 00:00:00,RV1718f0d1
e2c71dda-482d-474d-9d68-6f232cbf640a,088c9b8b-e4e6-45bb-8c88-1248882bd764,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-07-31,2026-07-30,2026-08-05,2170.2603,0,2170.2603,ch_36dc49f6544540f283efb367,RHe2869745,ETIc31f6f98a8,26-D,ETV877b46cf7b,34-B,2025-08-31 00:00:00,2025-09-21 00:00:00,RV9c48e07e
30e1f4cd-04b6-4752-b55d-4c239ff3ceab,316cc11c-eb51-4855-984d-c915da447540,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-08-02,2026-01-27,2026-02-03,325.6113,0.12,286.5379,ch_ec01be2862194792b48d51f3,RH0e075574,ETI579cc14130,8-F,ETV8a5dd0544d,35-D,2025-09-03 00:00:00,2026-01-21 00:00:00,RVb7ca29ba
3b264fba-7d89-440e-b3ac-f627f86482b2,fda90071-15ef-4440-ac45-308a4d93d352,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-05-11,2026-05-24,2026-05-31,2538.0971,0.1,2284.2874,ch_a4a35c9334394d4295205e1a,RH3152d736,ETI9bdf4cab5e,18-D,ETV0b3485311e,10-E,2026-08-04 00:00:00,2026-12-14 00:00:00,RV297a2a51
3bb53ba3-615d-48ae-94a4-6d22ade6fe17,ce0007dc-b87d-4f0a-b685-3fc627e6d707,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-06-06,2026-11-10,2026-11-20,641.1347,0.1,577.0212,ch_f607996bd7e2465e9e0b59c6,RH83373278,ETIfde7b0f887,9-D,ETVd34698c61c,3-F,2027-03-09 00:00:00,2026-07-09 00:00:00,RVa70696c9
4dae039c-797a-48b4-a3a7-5c6e62823f49,9597f9e9-3950-485b-9940-8fda2bbacf0d,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-04-23,2027-02-02,2027-02-15,4541.6427,0.2,3633.3142,ch_673da79532cd4bb48b349568,RHc53985e9,ETIad350f520f,12-C,ETVac60e3385a,38-A,2026-06-13 00:00:00,2027-02-14 00:00:00,RVe0a36b8d
03640cdf-7fd8-4ae2-a3dd-cc5de6cec9bd,9e6f343b-71fc-48a2-a52e-7188103aecf0,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-06-27,2024-11-10,2024-11-15,4861.1435,0.18,3986.1377,ch_f329eccd9dd14f14b89c848a,RH1fa00c49,ETIc8675122ce,17-C,ETV8053f0c40f,34-D,2024-09-24 00:00:00,2025-07-30 00:00:00,RV8960f17d
1cde3eed-73c0-4b4e-9f6f-2be22c98cb52,df29bade-4ed2-4f6b-9477-6fb48eb240d6,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-07-10,2027-02-25,2027-03-07,1171.069,0.3,819.7483,ch_d9d0c9c4192d484781f00857,RH80e1a67d,ETI5220b568fe,12-F,ETVf349a2cc31,33-A,2027-08-11 00:00:00,2026-12-29 00:00:00,RV50dce5dd
b7422895-b70f-4be0-ac3d-4f2fba6258e8,1914289b-1a28-433b-b472-d22b06f18841,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-04-17,2026-05-24,2026-05-29,3995.8797,0.22,3116.7862,ch_5a261f347ab44ed9b43adee5,RHc7e5b681,ETI326014b69a,40-B,ETV59c6dc6448,30-E,2026-07-17 00:00:00,2027-04-26 00:00:00,RVcef9f5df
3dbaeaa8-24f5-4a8e-9c4f-91385023344a,1c7993a6-57e9-48d1-863f-5e1d9b2e847e,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-12-07,2025-11-08,2025-11-12,3015.9677,0.25,2261.9758,ch_14030b3b01f54f3c86a37f50,RH2843c11b,ETIe167d0415c,4-E,ETVf57079336f,6-E,2025-06-10 00:00:00,2024-12-19 00:00:00,RV235c7972
aac8fab8-3582-4a4e-b936-2def792b3345,439c2fb3-8f3e-48e2-985f-5bb899abdac7,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2026-04-12,2027-05-14,2027-05-17,892.6936,0.3,624.8855,ch_bcb26cb9fa7e469e91d53564,RHaeb6b257,ETI4e25bee624,23-E,ETVdf78002337,29-C,2026-11-01 00:00:00,2027-01-10 00:00:00,RVeabe04cc
dc821be4-2b7b-4ffd-b443-d83c6a88f9de,f3e99f88-2d9e-4286-add3-c31199e18e9c,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2025-01-05,2025-11-27,2025-11-30,1075.8184,0,1075.8184,ch_b7035c42af4b48fabcefd717,RH0c91028d,ETIc8851b54a3,12-F,ETV9fa096c672,9-A,2025-07-06 00:00:00,2025-11-23 00:00:00,RVe4556aeb
